order_item_id,order_id,product_id,quantity,unit_price,total_price,discount_amount
155,80,535,2,14050.03,28100.06,0.0
156,80,231,1,5484.9,5484.9,0.0
157,81,60,1,6272.16,6272.16,0.0
158,81,368,2,4298.26,8596.52,0.0
159,81,87,1,13264.36,13264.36,0.0
160,82,12,2,8888.77,17710.43,67.1
161,83,701,1,11604.46,11604.46,0.0
162,83,709,1,2373.38,2373.38,0.0
163,84,41,1,3539.24,3502.93,36.31
164,84,558,1,11867.67,11867.67,0.0
165,85,337,1,7346.75,7346.75,0.0
166,86,31,2,11346.47,22692.94,0.0
167,87,483,2,8122.03,16244.05,0.0
168,87,14,1,12292.67,12292.67,0.0
169,87,440,1,1177.16,1177.16,0.0
170,87,625,1,814.66,814.66,0.0
171,88,137,1,7716.88,7716.88,0.0
172,88,196,1,5305.18,5115.98,189.21
173,89,99,2,6662.51,13325.01,0.0
174,90,800,2,9040.35,18080.7,0.0
175,90,335,2,14955.41,29910.81,0.0
176,91,799,1,3347.59,3347.59,0.0
177,92,669,1,3667.55,3667.55,0.0
178,92,528,1,968.5,968.5,0.0
179,92,784,3,3246.7,9740.11,0.0
180,93,98,2,13605.49,27210.98,0.0
181,93,310,1,1333.37,1333.37,0.0
182,93,144,2,9978.31,19956.61,0.0
183,93,363,1,13304.34,13304.34,0.0
184,94,159,1,11983.31,11983.31,0.0
185,94,343,3,11209.88,33629.64,0.0
186,94,787,2,1756.89,3513.79,0.0
187,95,6,1,2097.38,2097.38,0.0
188,96,204,2,9703.75,19407.5,0.0
189,96,453,1,6809.44,6809.44,0.0
190,96,277,1,8901.02,8901.02,0.0
191,97,6,2,6327.15,12654.3,0.0
192,97,415,1,5745.08,5745.08,0.0
193,97,460,2,16087.98,31559.45,616.51
194,98,622,1,2776.86,2776.86,0.0
195,98,711,2,3927.63,7855.26,0.0
196,99,438,2,13936.01,26999.61,872.41
197,99,701,1,10284.87,10284.87,0.0
198,100,512,1,5633.71,5633.71,0.0
199,100,421,1,3176.19,3176.19,0.0
200,100,44,1,3343.47,3086.95,256.52
201,101,407,2,4022.47,8044.94,0.0
202,102,639,1,5923.05,5923.05,0.0
203,103,580,2,14779.59,29559.18,0.0
204,103,700,1,1218.55,1218.55,0.0
205,103,666,1,702.46,702.46,0.0
206,104,150,1,5997.73,5997.73,0.0
207,105,455,2,10302.4,20604.79,0.0
208,106,179,3,7663.25,22989.76,0.0
209,107,658,2,6045.47,12090.94,0.0
210,107,334,1,2994.61,2994.61,0.0
211,107,613,2,7654.66,15309.31,0.0
212,107,642,1,13523.35,13113.03,410.32
213,108,219,1,3031.95,3031.95,0.0
214,109,167,1,13644.46,12898.2,746.26
215,109,540,1,5766.74,5766.74,0.0
216,110,353,1,7495.85,7495.85,0.0
217,110,255,1,14249.57,14249.57,0.0
218,111,401,1,3933.71,3868.57,65.15
219,111,691,2,1735.19,3470.39,0.0
220,111,205,1,3482.65,3482.65,0.0
221,112,703,1,7501.65,7501.65,0.0
222,112,605,3,12442.05,37326.15,0.0
223,113,411,1,5399.23,5399.23,0.0
224,113,271,1,3702.84,3702.84,0.0
225,114,435,1,14283.75,14283.75,0.0
226,115,641,1,6485.05,6485.05,0.0
227,116,762,1,4652.21,4652.21,0.0
228,117,169,2,13971.06,27942.12,0.0
229,117,578,1,12128.65,12128.65,0.0
230,117,50,1,12324.42,12324.42,0.0
231,118,223,1,4795.71,4795.71,0.0
232,119,690,3,15539.97,46612.18,7.72
233,119,396,2,8917.69,17835.38,0.0
234,120,581,1,13835.96,13835.96,0.0
235,120,306,2,6138.82,12277.63,0.0
236,120,250,2,13204.44,26408.87,0.0
237,121,332,1,2239.53,2239.53,0.0
238,121,440,2,5341.63,10683.26,0.0
239,121,620,1,8251.8,8251.8,0.0
240,122,106,3,11828.18,35484.54,0.0
241,122,12,1,10104.05,10104.05,0.0
242,123,440,2,8652.27,17304.55,0.0
243,123,209,1,2234.51,2234.51,0.0
244,124,639,3,2109.16,6327.47,0.0
245,125,371,1,11274.34,11274.34,0.0
246,126,559,1,7926.17,7926.17,0.0
247,126,162,1,8861.43,8861.43,0.0
248,127,201,1,9265.68,9265.68,0.0
249,128,680,1,9323.56,9323.56,0.0
250,128,382,2,7733.19,15466.38,0.0
251,128,491,1,13495.38,13495.38,0.0
252,129,589,1,12700.35,12700.35,0.0
253,129,787,1,4392.01,4089.54,302.48
254,130,457,1,13071.2,11957.17,1114.03
255,130,562,2,10109.22,20218.44,0.0
256,131,726,1,12541.96,12541.96,0.0
257,131,162,1,543.57,543.57,0.0
258,132,640,3,3460.02,10380.06,0.0
259,132,632,1,13435.37,13435.37,0.0
260,132,67,2,14326.0,28651.99,0.0
261,132,680,1,1328.27,1328.27,0.0
262,133,241,2,6855.77,13480.64,230.9
263,133,595,1,12008.94,12008.94,0.0
264,134,632,2,13064.31,26128.62,0.0
265,135,543,1,9625.61,9625.61,0.0
266,135,667,1,7790.12,7790.12,0.0
267,136,6,1,2583.32,2583.32,0.0
268,136,410,1,6718.31,6718.31,0.0
269,136,437,1,6503.41,6503.41,0.0
270,137,657,1,4688.36,4688.36,0.0
271,138,148,1,9522.6,8824.97,697.63
272,138,248,1,11042.21,10324.47,717.74
273,139,13,2,7768.76,15537.53,0.0
274,139,642,1,7059.78,7059.78,0.0
275,140,347,1,10851.69,10851.69,0.0
276,140,700,2,12886.47,25772.95,0.0
277,141,623,1,12927.32,12927.32,0.0
278,142,584,1,9100.58,9100.58,0.0
279,142,513,1,7760.98,7760.98,0.0
280,142,391,1,15769.26,15769.26,0.0
281,143,78,1,8659.42,8659.42,0.0
282,144,536,2,11900.35,23800.7,0.0
283,144,164,1,3314.16,3215.44,98.72
284,144,735,2,9115.08,16949.65,1280.5
285,145,535,1,8215.9,7846.72,369.18
286,146,189,1,1975.03,1975.03,0.0
287,146,798,1,8264.22,8264.22,0.0
288,147,10,2,15172.45,30344.91,0.0
289,147,456,1,2530.59,2401.84,128.75
290,148,499,1,10310.73,10310.73,0.0
291,148,321,1,8143.88,8143.88,0.0
292,148,681,1,11161.81,11161.81,0.0
293,149,577,2,10847.9,21695.8,0.0
294,150,247,1,4666.54,4666.54,0.0
295,151,176,1,5858.61,5858.61,0.0
296,152,681,1,1436.76,1436.76,0.0
297,153,531,1,1977.52,1823.46,154.05
298,153,235,2,10216.98,20433.96,0.0
299,154,230,3,14811.02,44433.07,0.0
300,155,198,1,11309.58,11309.58,0.0
301,155,17,1,2680.49,2680.49,0.0
302,155,429,1,2925.09,2925.09,0.0
303,156,505,2,14216.06,28432.11,0.0
304,156,516,2,6886.05,13772.11,0.0
305,157,115,1,12598.7,12598.7,0.0
306,158,416,1,4308.56,4308.56,0.0
307,159,366,2,1748.65,3497.3,0.0
308,160,625,1,3051.46,2997.88,53.58
309,160,637,1,11819.48,10707.16,1112.32
310,161,423,1,13767.96,13767.96,0.0
311,162,94,1,10597.07,10597.07,0.0
312,162,100,2,7600.76,15201.52,0.0
313,162,276,1,972.9,972.9,0.0
314,163,642,1,13764.99,13127.19,637.81
315,164,305,1,7402.85,7402.85,0.0
316,165,660,1,11812.58,11812.58,0.0
317,166,91,2,14675.8,27401.21,1950.38
318,166,51,1,8588.54,8588.54,0.0
319,167,281,1,3998.97,3998.97,0.0
320,168,58,2,12896.94,25793.88,0.0
321,168,735,1,8880.63,8765.11,115.52
322,169,181,2,7610.39,15220.78,0.0
323,169,167,2,5286.74,10122.8,450.69
324,169,165,1,5373.48,5373.48,0.0
325,170,506,2,9535.75,19071.51,0.0
326,170,151,1,12826.48,12826.48,0.0
327,170,419,2,5767.49,11534.98,0.0
328,171,560,1,11239.26,11239.26,0.0
329,171,670,1,6205.61,6205.61,0.0
330,172,199,1,8410.87,8410.87,0.0
331,172,44,1,3502.11,3198.95,303.16
332,172,162,1,710.51,710.51,0.0
333,173,667,1,3498.22,3498.22,0.0
334,174,117,1,972.68,972.68,0.0
335,175,771,1,8568.52,8370.5,198.01
336,176,92,1,8679.68,8679.68,0.0
337,176,97,2,14362.99,28725.97,0.0
338,176,362,1,13805.28,13805.28,0.0
339,176,350,1,4793.29,4793.29,0.0
340,177,489,1,6270.99,6270.99,0.0
341,177,693,1,13138.93,13138.93,0.0
342,178,426,1,8162.39,8162.39,0.0
343,178,503,1,8140.78,8140.78,0.0
344,178,112,2,1723.79,3134.57,313.0
345,179,35,1,6634.08,6634.08,0.0
346,179,269,2,8150.57,16301.13,0.0
347,179,556,2,9212.86,18425.72,0.0
348,180,83,1,2626.97,2626.97,0.0
349,180,319,1,6422.28,6404.56,17.72
350,181,295,1,4592.0,4489.61,102.39
351,181,493,2,13535.23,24626.78,2443.68
352,181,765,1,5296.84,5296.84,0.0
353,182,196,1,13659.61,13234.99,424.62
354,183,445,1,10943.61,10943.61,0.0
355,184,98,1,676.84,676.84,0.0
356,184,428,1,11833.56,11833.56,0.0
357,185,56,2,1464.95,2929.89,0.0
358,186,133,1,6281.46,6281.46,0.0
359,187,32,1,12672.41,12672.41,0.0
360,188,631,1,720.11,668.56,51.56
361,188,348,2,8582.53,17165.05,0.0
362,188,643,1,12681.38,12404.94,276.44
363,189,693,1,9403.85,9403.85,0.0
364,189,499,1,6851.0,6851.0,0.0
365,190,504,1,8333.72,8333.72,0.0
366,190,512,2,7056.7,14113.41,0.0
367,191,115,2,11693.85,23387.69,0.0
368,191,214,3,1582.98,4748.95,0.0
369,192,111,1,7406.22,7406.22,0.0
370,192,270,1,13433.94,13433.94,0.0
371,193,170,1,4931.68,4931.68,0.0
372,193,755,2,1041.67,2083.35,0.0
373,194,269,1,8644.73,8644.73,0.0
374,195,196,1,2840.95,2840.95,0.0
375,196,748,1,8620.38,8620.38,0.0
376,197,149,1,10998.81,10859.54,139.27
377,198,99,1,11744.08,11744.08,0.0
378,199,735,1,11303.09,11303.09,0.0
379,200,776,1,7816.88,7816.88,0.0
380,200,773,1,7670.41,7670.41,0.0
381,201,706,1,4612.39,4612.39,0.0
382,201,206,2,1807.16,3614.33,0.0
383,202,712,1,14254.71,14254.71,0.0
384,203,757,1,6612.27,6612.27,0.0
385,204,277,1,14601.24,14601.24,0.0
386,205,421,1,12428.85,12428.85,0.0
387,205,220,2,9159.82,18319.65,0.0
388,206,662,2,10280.0,19138.6,1421.41
389,206,435,1,2514.29,2514.29,0.0
390,206,235,1,2745.31,2745.31,0.0
391,207,382,1,822.41,822.41,0.0
392,207,380,1,852.99,852.99,0.0
393,207,125,1,3047.46,2973.19,74.27
394,207,412,1,7913.83,7913.83,0.0
395,208,736,1,11013.8,11013.8,0.0
396,208,361,1,10766.1,10766.1,0.0
397,208,124,1,7751.72,7751.72,0.0
398,209,478,2,15627.94,31255.87,0.0
399,209,528,1,13963.53,13963.53,0.0
400,209,634,2,4420.93,8841.85,0.0
401,210,695,2,14927.47,29152.04,702.9
402,210,204,1,1589.53,1589.53,0.0
403,210,519,1,9460.52,9021.37,439.15
404,211,667,1,516.35,516.35,0.0
405,212,238,1,11275.31,11100.06,175.25
406,212,391,2,9710.47,19420.94,0.0
407,212,408,1,10648.75,10648.75,0.0
408,212,661,1,14979.47,14371.25,608.22
409,213,38,2,2584.39,5019.69,149.09
410,214,603,1,4514.53,4514.53,0.0
411,215,526,1,9607.32,9607.32,0.0
412,215,296,1,7587.62,7587.62,0.0
413,216,2,1,1476.86,1352.83,124.03
414,216,549,1,9756.51,9756.51,0.0
415,217,348,1,4579.16,4579.16,0.0
416,217,226,2,6953.11,13906.22,0.0
417,218,778,2,13368.37,26736.74,0.0
418,218,543,1,5208.01,5208.01,0.0
419,218,345,2,10636.3,21272.6,0.0
420,219,5,3,13714.68,41144.04,0.0
421,219,491,1,3825.28,3825.28,0.0
422,220,94,1,11298.19,11298.19,0.0
423,221,22,3,9248.14,27744.43,0.0
424,221,637,1,12408.84,12408.84,0.0
425,222,380,3,3853.26,11559.77,0.0
426,223,731,1,5516.23,5516.23,0.0
427,223,536,1,10368.54,10266.61,101.93
428,224,310,1,6379.96,6379.96,0.0
429,224,799,1,822.47,822.47,0.0
430,225,250,1,1879.41,1696.54,182.87
431,225,498,1,9527.56,9527.56,0.0
432,226,577,1,7903.65,7545.13,358.53
433,227,567,1,11340.41,11248.89,91.52
434,227,194,1,15457.29,15457.29,0.0
435,227,596,1,10071.29,9174.98,896.31
436,228,309,1,4124.81,4124.81,0.0
437,228,625,2,13340.78,26681.55,0.0
438,228,580,1,3254.08,3254.08,0.0
439,229,545,1,10194.4,10173.88,20.52
440,229,395,1,14000.12,14000.12,0.0
441,229,223,1,931.73,931.73,0.0
442,230,259,1,6359.24,5725.48,633.75
443,231,511,2,8547.57,17095.15,0.0
444,232,296,1,4096.21,4037.95,58.27
445,232,699,1,13549.09,13549.09,0.0
446,232,268,1,5024.37,5024.37,0.0
447,233,277,1,1340.95,1278.19,62.76
448,234,779,1,15856.68,15856.68,0.0
449,234,697,2,4565.71,9131.41,0.0
450,234,749,1,4240.5,4240.5,0.0
451,235,486,1,965.95,965.95,0.0
452,236,372,2,7147.09,14294.17,0.0
453,236,631,1,12751.94,12108.84,643.1
454,237,103,2,15115.19,30230.38,0.0
455,238,471,1,8241.81,7559.41,682.4
456,238,570,2,3107.4,6098.85,115.95
457,238,429,1,656.23,656.23,0.0
458,238,139,1,1649.41,1649.41,0.0
459,239,327,1,8518.09,8518.09,0.0
460,240,323,1,1799.1,1799.1,0.0
461,240,250,1,1483.16,1483.16,0.0
462,241,505,1,8155.21,8155.21,0.0
463,241,605,1,12064.49,12064.49,0.0
464,242,748,2,2250.88,4501.76,0.0
465,243,161,1,14092.46,13574.23,518.23
466,243,541,1,10606.36,9581.22,1025.14
467,244,335,2,12989.48,25745.6,233.36
468,245,713,1,9878.46,9878.46,0.0
469,246,465,2,11120.47,22240.94,0.0
470,246,454,1,11819.67,11819.67,0.0
471,247,212,3,5202.25,15606.76,0.0
472,247,337,2,7946.95,14989.06,904.85
473,248,37,2,8330.39,16660.78,0.0
474,249,715,1,13068.28,13068.28,0.0
475,250,120,2,15940.12,31880.24,0.0
476,251,538,2,10752.52,21505.04,0.0
477,251,323,1,13644.29,13236.99,407.3
478,251,621,2,13555.45,27110.9,0.0
479,252,142,1,7800.47,7580.16,220.31
480,253,127,1,4890.13,4824.61,65.52
481,253,26,1,5151.47,5151.47,0.0
482,254,477,2,8079.92,16159.84,0.0
483,255,703,2,14321.53,28643.06,0.0
484,255,327,3,6497.52,19492.55,0.0
485,255,258,3,1201.1,3603.29,0.0
486,256,365,1,3772.9,3772.9,0.0
487,257,750,1,12245.21,12245.21,0.0
488,258,352,2,9940.06,18989.26,890.86
489,259,618,1,5744.36,5744.36,0.0
490,260,746,1,8874.87,8874.87,0.0
491,260,440,2,11669.91,22916.52,423.29
492,260,409,2,9734.07,19468.14,0.0
493,260,418,1,10020.83,10020.83,0.0
494,261,592,1,14255.72,12872.66,1383.06
495,261,285,2,9224.78,18449.55,0.0
496,262,157,1,8215.71,7759.86,455.85
497,263,636,1,6339.27,6339.27,0.0
498,263,468,2,15518.5,31037.0,0.0
499,263,702,1,4601.48,4601.48,0.0
500,264,397,1,5315.48,5315.48,0.0
501,264,179,2,7026.12,13421.99,630.25
502,264,418,1,5610.86,5610.86,0.0
503,264,125,1,14340.13,14340.13,0.0
504,265,374,1,14469.76,14469.76,0.0
505,265,434,1,2761.93,2761.93,0.0
506,266,702,1,1502.26,1502.26,0.0
507,266,387,1,5049.07,4752.82,296.25
508,267,439,1,14038.48,14038.48,0.0
509,268,18,2,908.86,1737.04,80.68
510,268,564,2,3424.38,6848.76,0.0
511,269,674,1,4748.27,4748.27,0.0
512,270,786,1,14310.26,14310.26,0.0
513,270,755,2,4540.38,8934.01,146.76
514,271,147,1,14576.9,14296.48,280.42
515,271,709,1,9118.94,9118.94,0.0
516,272,277,2,10010.83,20021.67,0.0
517,273,69,1,11529.57,11151.79,377.78
518,274,386,1,3132.26,3132.26,0.0
519,274,273,1,7804.78,7370.52,434.27
520,275,687,1,12797.12,12797.12,0.0
521,275,194,2,1263.47,2382.15,144.79
522,275,239,1,10286.11,10286.11,0.0
523,276,796,2,10374.27,20748.53,0.0
524,276,305,1,15691.63,15691.63,0.0
525,276,39,1,13516.2,13516.2,0.0
526,277,775,1,12147.71,12121.12,26.59
527,278,53,2,11980.64,23961.28,0.0
528,278,436,1,1805.12,1789.59,15.53
529,279,89,1,1151.05,1151.05,0.0
530,279,791,1,9943.07,9943.07,0.0
531,280,199,3,13174.4,39523.2,0.0
532,280,180,2,4083.31,8166.62,0.0
533,280,597,1,6224.25,6224.25,0.0
534,281,530,1,9468.47,9468.47,0.0
535,282,475,2,10520.76,21041.52,0.0
536,282,703,1,2671.39,2671.39,0.0
537,282,781,2,1574.42,3148.83,0.0
538,283,416,1,13770.13,13770.13,0.0
539,284,290,1,12164.0,12164.0,0.0
540,285,604,2,9167.81,18335.62,0.0
541,285,797,1,1249.52,1249.52,0.0
542,286,360,1,11140.34,11140.34,0.0
543,287,207,2,9620.35,19240.71,0.0
544,288,683,1,12301.95,12301.95,0.0
545,288,294,1,5750.64,5750.64,0.0
546,289,590,1,6596.26,6483.04,113.22
547,290,489,1,11970.44,11970.44,0.0
548,291,768,2,9221.52,18443.04,0.0
549,292,231,2,7712.01,15424.03,0.0
550,292,490,2,11361.18,22722.35,0.0
551,293,385,1,7966.16,7966.16,0.0
552,293,64,1,7659.1,7190.78,468.32
553,294,766,1,6462.95,6462.95,0.0
554,295,94,2,3715.16,7430.33,0.0
555,295,587,1,12300.52,12300.52,0.0
556,295,297,1,2890.03,2890.03,0.0
557,295,42,1,8361.81,8361.81,0.0
558,296,535,1,1279.9,1207.43,72.47
559,297,218,1,2866.31,2866.31,0.0
560,297,584,1,6673.4,6673.4,0.0
561,298,378,2,9224.9,18449.81,0.0
562,298,8,1,1140.67,1062.48,78.19
563,298,712,2,3181.56,6363.12,0.0
564,299,249,1,14010.69,14010.69,0.0
565,299,743,1,7665.17,7364.37,300.8
566,300,77,1,9470.49,9470.49,0.0
567,300,637,2,7904.49,15808.98,0.0
568,301,186,1,12676.1,12676.1,0.0
569,302,328,1,13938.26,13586.47,351.79
570,302,607,1,4315.12,4285.32,29.8
571,303,576,2,8217.25,16434.49,0.0
572,304,680,1,11996.68,11996.68,0.0
573,304,726,2,597.86,1159.4,36.31
574,305,557,3,2170.47,6511.41,0.0
575,305,143,2,14932.73,29865.47,0.0
576,305,504,2,1704.64,3409.28,0.0
577,305,329,1,5029.17,5029.17,0.0
578,306,397,1,14537.47,14537.47,0.0
579,307,574,1,8170.82,7979.34,191.48
580,307,442,2,3212.35,6424.69,0.0
581,308,168,1,11504.64,11504.64,0.0
582,308,454,3,13124.22,39372.65,0.0
583,308,529,1,3713.24,3705.45,7.79
584,309,449,1,3063.09,3063.09,0.0
585,310,171,1,5076.83,5076.83,0.0
586,310,330,1,5325.82,5042.59,283.23
587,310,269,3,7804.21,23412.64,0.0
588,311,47,1,3068.67,2977.33,91.34
589,312,705,1,3612.87,3612.87,0.0
590,313,438,1,7364.57,7364.57,0.0
591,313,372,1,8259.14,8259.14,0.0
592,314,600,2,7872.77,14507.78,1237.77
593,315,719,1,10162.67,10011.4,151.26
594,315,715,2,12146.3,24292.6,0.0
595,315,468,2,6724.59,13449.17,0.0
596,315,791,1,11634.0,11634.0,0.0
597,316,523,2,12522.73,25045.45,0.0
598,316,267,1,11693.43,11693.43,0.0
599,317,631,2,10370.7,20741.4,0.0
600,318,607,1,14307.0,14307.0,0.0
601,318,511,1,2986.45,2986.45,0.0
602,318,115,2,4612.6,9225.2,0.0
603,319,483,1,12910.65,12910.65,0.0
604,319,340,1,7145.21,7145.21,0.0
605,320,39,2,6126.05,12039.3,212.8
606,320,128,1,4344.0,4344.0,0.0
607,320,82,2,9489.17,18176.05,802.29
608,321,506,1,3444.07,3444.07,0.0
609,322,92,1,6362.11,6362.11,0.0
610,322,760,1,2696.87,2696.87,0.0
611,322,331,1,2702.54,2702.54,0.0
612,323,243,1,12425.78,12425.78,0.0
613,324,743,1,7885.48,7558.67,326.81
614,324,511,1,4846.5,4482.9,363.59
615,325,230,1,937.33,869.6,67.74
616,325,251,2,714.3,1428.61,0.0
617,326,364,1,6982.15,6982.15,0.0
618,327,257,3,2580.36,7741.09,0.0
619,328,624,1,8158.1,8158.1,0.0
620,329,216,1,11622.04,11622.04,0.0
621,329,499,1,1907.07,1907.07,0.0
622,329,206,1,6972.85,6972.85,0.0
623,330,783,1,14591.33,14591.33,0.0
624,331,723,1,13962.68,13962.68,0.0
625,331,794,1,12764.89,12764.89,0.0
626,331,366,2,5589.0,11178.0,0.0
627,332,250,1,12134.15,12134.15,0.0
628,333,206,2,7314.71,14629.42,0.0
629,333,330,1,9545.85,9040.59,505.26
630,334,440,3,13266.53,39799.58,0.0
631,334,495,3,2904.73,7892.56,821.63
632,334,764,2,7312.02,13954.53,669.52
633,335,558,1,4414.48,4414.48,0.0
634,336,132,2,646.02,1292.05,0.0
635,336,135,1,774.45,774.45,0.0
